-->> Training and testing with OR
iter:0     |X: 1  1 -1  1  |Y: 1  |y_:-1  | err: 2  | W:0.16 0.15 -0.29 0.15
iter:133   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:134   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:135   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:136   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:137   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:138   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:139   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:140   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:141   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:142   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:143   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:144   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:145   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:146   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:147   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:148   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:149   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:150   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:151   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:152   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:153   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:154   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:155   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:156   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:157   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:158   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:159   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:160   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:161   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:162   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:163   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:164   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:165   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:166   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:167   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:168   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:169   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:170   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:171   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:172   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:173   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:174   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:175   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:176   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:177   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:178   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:179   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:180   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:181   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:182   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:183   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:184   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:185   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:186   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:187   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:188   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:189   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:190   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:191   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:192   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:193   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:194   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:195   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:196   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:197   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:198   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:199   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:200   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:201   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:202   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:203   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:204   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:205   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:206   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:207   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:208   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:209   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:210   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:211   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:212   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:213   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:214   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:215   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:216   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:217   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:218   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:219   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:220   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:221   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:222   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:223   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:224   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:225   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:226   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:227   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:228   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:229   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:230   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:231   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:232   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:233   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:234   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:235   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:236   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:237   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:238   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:239   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:240   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:241   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:242   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
